#Xaxis_B1     YlengthB1     discharge_B1   dischargeEFF_B1  dischargeINEFF_B1  rech_Moulins_B1  rech_meltR_B1  P_B1
5.015625e+01  2.000000e+04  9.037410e+01   2.613765e+00     8.776033e+01       9.007930e+01     2.682651e-01   1.837481e+00
5.046875e+01  2.000000e+04  9.036608e+01   2.620878e+00     8.774520e+01       9.007880e+01     2.614181e-01   1.837147e+00
5.078125e+01  2.000000e+04  9.035807e+01   2.629692e+00     8.772837e+01       9.007831e+01     2.545791e-01   1.836847e+00
5.109375e+01  2.000000e+04  9.035006e+01   2.640462e+00     8.770960e+01       9.007781e+01     2.477463e-01   1.836585e+00
5.140625e+01  2.000000e+04  9.034206e+01   2.653492e+00     8.768857e+01       9.007732e+01     2.409176e-01   1.836364e+00
5.171875e+01  2.000000e+04  9.033406e+01   2.669144e+00     8.766492e+01       9.007682e+01     2.340907e-01   1.836190e+00
5.203125e+01  2.000000e+04  9.032607e+01   2.687854e+00     8.763821e+01       9.007633e+01     2.272632e-01   1.836067e+00
5.234375e+01  2.000000e+04  9.031806e+01   2.710143e+00     8.760792e+01       9.007583e+01     2.204318e-01   1.836001e+00
5.265625e+01  2.000000e+04  9.031005e+01   2.736642e+00     8.757341e+01       9.007533e+01     2.135931e-01   1.835998e+00
5.296875e+01  2.000000e+04  9.030203e+01   2.768122e+00     8.753391e+01       9.007484e+01     2.067431e-01   1.836066e+00
5.328125e+01  2.000000e+04  9.029399e+01   2.805526e+00     8.748846e+01       9.007434e+01     1.998769e-01   1.836213e+00
5.359375e+01  2.000000e+04  9.028592e+01   2.850018e+00     8.743591e+01       9.007385e+01     1.929889e-01   1.836450e+00
5.390625e+01  2.000000e+04  9.027783e+01   2.903053e+00     8.737478e+01       9.007335e+01     1.860725e-01   1.836788e+00
5.421875e+01  2.000000e+04  9.026969e+01   2.966463e+00     8.730323e+01       9.007286e+01     1.791199e-01   1.837240e+00
5.453125e+01  2.000000e+04  9.026151e+01   3.042590e+00     8.721892e+01       9.007236e+01     1.721218e-01   1.837822e+00
5.484375e+01  2.000000e+04  9.025326e+01   3.134465e+00     8.711879e+01       9.007187e+01     1.650667e-01   1.838553e+00
5.515625e+01  2.000000e+04  9.024493e+01   3.246088e+00     8.699884e+01       9.007137e+01     1.579410e-01   1.839454e+00
5.546875e+01  2.000000e+04  9.023651e+01   3.382840e+00     8.685367e+01       9.007087e+01     1.507279e-01   1.840551e+00
5.578125e+01  2.000000e+04  9.022797e+01   3.552135e+00     8.667583e+01       9.007038e+01     1.434066e-01   1.841874e+00
5.609375e+01  2.000000e+04  9.021928e+01   3.764487e+00     8.645479e+01       9.006988e+01     1.359509e-01   1.843461e+00
5.640625e+01  2.000000e+04  9.021041e+01   4.035299e+00     8.617511e+01       9.006939e+01     1.283271e-01   1.845359e+00
5.671875e+01  2.000000e+04  9.020130e+01   4.388054e+00     8.581325e+01       9.006889e+01     1.204914e-01   1.847623e+00
5.703125e+01  2.000000e+04  9.019190e+01   4.860241e+00     8.533165e+01       9.006840e+01     1.123848e-01   1.850329e+00
5.734375e+01  2.000000e+04  9.018210e+01   5.515098e+00     8.466701e+01       9.006790e+01     1.039259e-01   1.853573e+00
5.765625e+01  2.000000e+04  9.017180e+01   6.466462e+00     8.370534e+01       9.006740e+01     9.499742e-02   1.857494e+00
5.796875e+01  2.000000e+04  9.016078e+01   7.936315e+00     8.222447e+01       9.006691e+01     8.542291e-02   1.862295e+00
5.828125e+01  2.000000e+04  9.014821e+01   1.041029e+01     7.973792e+01       9.006588e+01     7.492081e-02   1.868296e+00
5.859375e+01  2.000000e+04  8.991404e+01   1.422526e+01     7.568878e+01       8.984482e+01     6.298994e-02   1.875991e+00
5.890625e+01  2.000000e+04  8.061119e+01   1.459865e+01     6.601254e+01       8.055651e+01     4.975452e-02   1.886986e+00
5.921875e+01  2.000000e+04  3.406292e+01   1.211877e+00     3.285104e+01       3.402206e+01     3.718406e-02   1.905064e+00
5.953125e+01  2.000000e+04  2.831883e+00   -3.782766e+00    6.614648e+00       2.801070e+00     2.803988e-02   1.928975e+00
5.984375e+01  2.000000e+04  1.138020e-01   -2.058813e+00    2.172615e+00       9.026167e-02     2.142169e-02   1.955085e+00
6.015625e+01  2.000000e+04  8.209852e-02   -8.498112e-01    9.319097e-01       6.346511e-02     1.695641e-02   1.982198e+00
6.046875e+01  2.000000e+04  7.817825e-02   -3.663419e-01    4.445202e-01       6.294438e-02     1.386282e-02   2.009934e+00
6.078125e+01  2.000000e+04  7.521363e-02   -1.711211e-01    2.463348e-01       6.244875e-02     1.161604e-02   2.038127e+00
6.109375e+01  2.000000e+04  7.286453e-02   -8.469083e-02    1.575554e-01       6.195312e-02     9.929380e-03   2.066687e+00
6.140625e+01  2.000000e+04  7.094473e-02   -4.363286e-02    1.145776e-01       6.145750e-02     8.633383e-03   2.095554e+00
6.171875e+01  2.000000e+04  6.933624e-02   -2.309677e-02    9.243301e-02       6.096187e-02     7.620675e-03   2.124685e+00
6.203125e+01  2.000000e+04  6.796001e-02   -1.243520e-02    8.039521e-02       6.046625e-02     6.819325e-03   2.154045e+00
6.234375e+01  2.000000e+04  6.676075e-02   -6.751016e-03    7.351177e-02       5.997062e-02     6.179013e-03   2.183602e+00
6.265625e+01  2.000000e+04  6.569845e-02   -3.664473e-03    6.936292e-02       5.947500e-02     5.663336e-03   2.213330e+00
