#Xaxis_E2     YlengthE2     discharge_E2   dischargeEFF_E2  dischargeINEFF_E2  rech_Moulins_E2  rech_meltR_E2  P_E2
3.105469e+00  1.078125e+03  3.406374e+00   4.826307e-01     2.923743e+00       3.412085e+00     8.060165e-03   2.548321e+00
3.128906e+00  1.078125e+03  3.391499e+00   4.643944e-01     2.927104e+00       3.382824e+00     7.893560e-03   2.550174e+00
3.152344e+00  1.078125e+03  3.362060e+00   4.508081e-01     2.911252e+00       3.353563e+00     7.731715e-03   2.551977e+00
3.175781e+00  1.078125e+03  3.332624e+00   4.404320e-01     2.892192e+00       3.324302e+00     7.572201e-03   2.553762e+00
3.199219e+00  1.078125e+03  3.303190e+00   4.307970e-01     2.872393e+00       3.295042e+00     7.414762e-03   2.555543e+00
3.222656e+00  1.078125e+03  3.273758e+00   4.215313e-01     2.852227e+00       3.265781e+00     7.259335e-03   2.557325e+00
3.246094e+00  1.078125e+03  3.244328e+00   4.125158e-01     2.831812e+00       3.236520e+00     7.105894e-03   2.559115e+00
3.269531e+00  1.078125e+03  3.214901e+00   4.036950e-01     2.811206e+00       3.207259e+00     6.954423e-03   2.560916e+00
3.292969e+00  1.078125e+03  3.185475e+00   3.950378e-01     2.790438e+00       3.177998e+00     6.804913e-03   2.562732e+00
3.316406e+00  1.078125e+03  3.156052e+00   3.865251e-01     2.769527e+00       3.148737e+00     6.657356e-03   2.564564e+00
3.339844e+00  1.078125e+03  3.126631e+00   3.781444e-01     2.748487e+00       3.119476e+00     6.511743e-03   2.566415e+00
3.363281e+00  1.078125e+03  3.097212e+00   3.698869e-01     2.727326e+00       3.090215e+00     6.368070e-03   2.568288e+00
3.386719e+00  1.078125e+03  3.067796e+00   3.617464e-01     2.706049e+00       3.060954e+00     6.226327e-03   2.570183e+00
3.410156e+00  1.078125e+03  3.038381e+00   3.537184e-01     2.684663e+00       3.031693e+00     6.086508e-03   2.572104e+00
3.433594e+00  1.078125e+03  3.008969e+00   3.457996e-01     2.663169e+00       3.002432e+00     5.948606e-03   2.574051e+00
3.457031e+00  1.078125e+03  2.979558e+00   3.379873e-01     2.641571e+00       2.973171e+00     5.812613e-03   2.576025e+00
3.480469e+00  1.078125e+03  2.950150e+00   3.302796e-01     2.619870e+00       2.943910e+00     5.678522e-03   2.578028e+00
3.503906e+00  1.078125e+03  2.920744e+00   3.226750e-01     2.598069e+00       2.914649e+00     5.546323e-03   2.580062e+00
3.527344e+00  1.078125e+03  2.891339e+00   3.151724e-01     2.576167e+00       2.885388e+00     5.416008e-03   2.582128e+00
3.550781e+00  1.078125e+03  2.861937e+00   3.077707e-01     2.554167e+00       2.856127e+00     5.287570e-03   2.584226e+00
3.574219e+00  1.078125e+03  2.832537e+00   3.004692e-01     2.532068e+00       2.826866e+00     5.161000e-03   2.586358e+00
3.597656e+00  1.078125e+03  2.803139e+00   2.932674e-01     2.509872e+00       2.797605e+00     5.036288e-03   2.588524e+00
3.621094e+00  1.078125e+03  2.773743e+00   2.861646e-01     2.487579e+00       2.768344e+00     4.913426e-03   2.590727e+00
3.644531e+00  1.078125e+03  2.744349e+00   2.791604e-01     2.465189e+00       2.739083e+00     4.792404e-03   2.592967e+00
3.667969e+00  1.078125e+03  2.714957e+00   2.722544e-01     2.442703e+00       2.709822e+00     4.673213e-03   2.595244e+00
3.691406e+00  1.078125e+03  2.685567e+00   2.654462e-01     2.420121e+00       2.680561e+00     4.555844e-03   2.597561e+00
